date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:32:54	57304/57304	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0d-dfd8%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/11.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/11.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:56	92089/92089	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa10-167b9%22	https://elanta.app/nazar/arter-demo/img/works/original-size/13.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/13.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col.html)
12:32:56	44285/44285	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0d-acfd%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/13.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/13.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col.html)
12:32:56	3302/3302	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%225ff3595b-ce6%22	https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/portfolio-3-col-masonry	(from https://elanta.app/nazar/arter-demo/portfolio-single.html)
12:32:56	566314/566314	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa10-8a42a%22	https://elanta.app/nazar/arter-demo/img/works/original-size/11.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/11.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:56	852529/852529	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa11-d0231%22	https://elanta.app/nazar/arter-demo/img/works/original-size/10.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/10.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:56	96654/96654	---M--	200	added ('OK')	image/jpeg	etag:%225ed4f9fd-1798e%22	https://elanta.app/nazar/arter-demo/files/certificate.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/files/certificate.jpg	(from https://elanta.app/nazar/arter-demo/history.html)
12:32:57	219207/219207	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0b-35847%22	https://elanta.app/nazar/arter-demo/img/blog/1.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/1.jpg	(from https://elanta.app/nazar/arter-demo/blog-2-col.html)
12:32:57	108136/108136	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0b-1a668%22	https://elanta.app/nazar/arter-demo/img/blog/3.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/3.jpg	(from https://elanta.app/nazar/arter-demo/blog-2-col.html)
12:32:57	274703/274703	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0b-4310f%22	https://elanta.app/nazar/arter-demo/img/blog/2.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/2.jpg	(from https://elanta.app/nazar/arter-demo/blog-2-col.html)
12:33:01	122012/122012	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0a-1dc9c%22	https://elanta.app/nazar/arter-demo/img/blog/6.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/6.jpg	(from https://elanta.app/nazar/arter-demo/blog-2-col.html)
12:33:01	200164/200164	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa09-30de4%22	https://elanta.app/nazar/arter-demo/img/blog/5.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/5.jpg	(from https://elanta.app/nazar/arter-demo/blog-2-col.html)
12:33:01	336887/336887	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa09-523f7%22	https://elanta.app/nazar/arter-demo/img/blog/4.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/4.jpg	(from https://elanta.app/nazar/arter-demo/blog-2-col.html)
12:33:01	195744/195744	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0a-2fca0%22	https://elanta.app/nazar/arter-demo/img/blog/7.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/7.jpg	(from https://elanta.app/nazar/arter-demo/blog-2-col.html)
12:33:03	144948/144948	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa08-23634%22	https://elanta.app/nazar/arter-demo/img/blog/8.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/8.jpg	(from https://elanta.app/nazar/arter-demo/blog-2-col.html)
12:33:03	84683/84683	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa09-14acb%22	https://elanta.app/nazar/arter-demo/img/blog/9.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/blog/9.jpg	(from https://elanta.app/nazar/arter-demo/blog-3-col.html)
